,Name,Year,Height,Hometown/HS,Team,mu,sigma
861,Aristea Tontai,Fr,6'4,"Athens, Greece",Coastal Carolina,12.959903778,5.5320377278
862,Autumn Otto,Jr,5'9,"Carlisle, Pa",Coastal Carolina,15.6570940723,4.1899811723
863,Carla Cahill,Jr,5'8,"Oak Lawn, Ill",Coastal Carolina,20.8043425955,3.80667904709
864,Christina Nance,Fr,6'3,"Bowie, Md",Coastal Carolina,25.0,8.33333333333
865,Dora Lulic,Sr,6'2,"Osijek, Croatia",Coastal Carolina,20.8043425955,3.80667904709
866,Haylie Beck,Fr,5'7,"Powell, Oh",Coastal Carolina,19.9192119981,6.57940544251
867,Kalin Eske,Fr,5'8,"Milwaukee, Wi",Coastal Carolina,12.959903778,5.5320377278
868,Kaylah House,Fr,6'3,"Atlanta, Ga",Coastal Carolina,25.0,8.33333333333
869,Kinga Windisch,So,6'2,"Budapest, Hungary",Coastal Carolina,14.9544626574,4.22682580596
870,Kyla Manning,Fr,6'0,"Atlanta, Ga",Coastal Carolina,21.7267892679,5.34877838371
871,Leah Hardeman,Sr,5'10,"Clarkston, Ga",Coastal Carolina,25.5418655888,3.63155288754
872,Sara Boothe,,,,Coastal Carolina,26.5598903027,5.02571156369
873,Shelby Ladewig,Sr,5'9,"Houston, Tx",Coastal Carolina,14.450552723,5.66628527943
874,Sydney Alvis,Jr,5'4,"Maidans, Va",Coastal Carolina,25.0,8.33333333333
875,Tanner Gauthier,Fr,5'10,"Nokomis, Fl",Coastal Carolina,21.5949846821,4.27569809979
876,Abigail Devido,Fr,5'9,"Ashburn, Va",Texas A&M; Corpus Christi,25.4575405012,3.92192949695
877,Chloe Simon,Fr,,"Katy, Tx",Texas A&M; Corpus Christi,18.3191508663,4.83511961132
878,Demi McInnis,Fr,5'7,"Cypress, Tx",Texas A&M; Corpus Christi,20.4090868851,4.14588178178
879,Gabriella Johnston,Fr,5'7,"Kerrville, Tx",Texas A&M; Corpus Christi,23.2142049328,6.92138915805
880,Jenna Krenek,Fr,,"Houston, Tx",Texas A&M; Corpus Christi,21.1902650866,3.80194079089
881,Kayla Walker,Fr,5'9,"Murrieta, Ca",Texas A&M; Corpus Christi,18.2416161552,4.59649677942
882,Madi Fitzsimmons,Jr,6'0,"Murphy, Tx",Texas A&M; Corpus Christi,22.0477388273,4.03611467003
883,Madison Green,Jr,5'8,"Dripping Springs, Tx",Texas A&M; Corpus Christi,26.9580154559,3.61098423656
884,Maya Daukas,Fr,5'10,"Santa Monica, Ca",Texas A&M; Corpus Christi,19.5388872518,5.05604551786
885,Naomi Overstreet,Jr,5'11,"Oakland, Ca",Texas A&M; Corpus Christi,22.8140542129,3.8833130417
886,Olivia  Rook,Jr,5'9,"Arlington, Tx",Texas A&M; Corpus Christi,17.6156621059,6.66633587125
887,Rachel Young,Fr,,"Frisco, Tx",Texas A&M; Corpus Christi,26.9580154559,3.61098423656
888,Selina Marolf,Fr,5'11,"Bern, Switzerland",Texas A&M; Corpus Christi,25.4575405012,3.92192949695
889,Ashtin Olin,Fr,5'11,"Pasco, Wa","Cal State University, Sacramento",20.8315176971,4.90032427763
890,Brie Gathright,Jr,5'11,"Vacaville, Ca","Cal State University, Sacramento",16.352882316,5.78066012969
891,Brigitte Murdock,Sr,5'6,"Reno, Nv","Cal State University, Sacramento",16.4141077111,4.04690474894
892,Cianna Andrews,Fr,5'10,"Bellflower, Ca","Cal State University, Sacramento",22.5504141175,5.56941656379
893,Erin Cochran,Sr,6'3,"Fremont, Ca","Cal State University, Sacramento",25.0,8.33333333333
894,Hannah Meadows,Sr,5'7,"Sparks, Nv","Cal State University, Sacramento",13.4746402365,4.18814045916
895,Kennedy Kurtz,Sr,5'10,"Tucson, Az","Cal State University, Sacramento",20.9466760487,4.14102882095
896,Lana Brown,Sr,6'0,"Redding, Ca","Cal State University, Sacramento",19.1370769104,4.30202336293
897,Macey Hayden,Fr,5'11,"Lincoln, Ca","Cal State University, Sacramento",23.8357571136,4.14142896804
898,Mikaela Nocetti,Jr,5'11,"Carmichael, Ca","Cal State University, Sacramento",17.4083737514,4.17932692847
899,Paige Swinney,So,5'11,"Sugar Land, Tx","Cal State University, Sacramento",28.6331355794,4.79990396674
900,Sarah Falk,Fr,6'1,"Longmont, Co","Cal State University, Sacramento",12.5552758524,5.90093938865
901,Sarah Davis,So,5'10,"Paradise Valley, Az","Cal State University, Sacramento",21.5656259223,4.04066997753
902,Shannon Boyle,Sr,5'11,"Ridgefield, Wa","Cal State University, Sacramento",25.0,8.33333333333
903,Skyler Takeda,Jr,5'9,"Vacaville, Ca","Cal State University, Sacramento",20.2677271085,3.84358679508
904,Amber Rose,Sr,6'0,"Cypress, Ca",Concordia,25.0,8.33333333333
905,Asia O'Neil,So,5'7,"Rancho Mirage, Ca",Concordia,15.4748247985,6.34521449353
906,Avery Keathley,So,,"Watsonville, Ca",Concordia,17.4532629893,6.24655079931
907,Hailey Gaines,Sr,6'0,"Mission Viejo, Ca",Concordia,25.0,8.33333333333
908,Jaclyn Brown,,,,Concordia,22.8428386698,7.65576875067
909,Jessica Diederich,Sr,,"Omaha, Ne",Concordia,15.4748247985,6.34521449353
910,Julia Denboer,,,,Concordia,16.4684458527,6.3495027582
911,Kekela Hendrickson,Fr,,,Concordia,14.6169643723,6.09272199515
912,Kersti Whitney,Sr,,,Concordia,22.128302927,7.73240043298
913,Kyra Auten,Sr,6'0,"Northridge, Ca",Concordia,16.4903809832,6.49469511969
914,Marcela Frazzoni,Sr,5'10,"Santiago, Chile",Concordia,15.1800206956,6.17963783431
915,Riley Gill,Fr,,"Carlsbad, Ca",Concordia,17.4532629893,6.24655079931
916,Tristan Self,Sr,5'6,"Helmet, Ca",Concordia,17.1437054694,6.18409661443
917,Vanessa Bernzen,Fr,,,Concordia,17.1437054694,6.18409661443
918,Ashley Slay,Sr,5'11,"Nashville, Tn",Austin Peay State,26.2230079962,3.64287055352
919,Brooke Moore,Fr,5'10,"Louisville, Ky",Austin Peay State,18.9788211838,3.81682282609
920,Caroline Waite,Fr,5'9,"Knoxville, Tn",Austin Peay State,21.2733150941,4.82233212387
921,Cecily Gable,Jr,5'10,"Memphis, Tn",Austin Peay State,22.1535405212,3.56924969796
922,Chloe Stitt,Fr,5'8,"Summitville, Ind",Austin Peay State,23.4373140989,3.41466076924
923,Claire Darland,Fr,5'10,"Lexington, Ky",Austin Peay State,17.4128783099,5.53580689272
924,Ginny Gerig,So,5'5,"Towanda, Ill",Austin Peay State,22.1535405212,3.56924969796
925,Haley Turner,Fr,5'9,"Flagstaff, Az",Austin Peay State,23.0897080557,3.46777428899
926,Jenna Panning,So,6'1,"Columbus, Oh",Austin Peay State,24.0258313329,3.49647742439
927,Katelyn Theiss,Fr,5'10,"DeSoto, Mo",Austin Peay State,28.2517365395,3.65082065025
928,Kaylee Taff,Jr,6'0,"Houston, Tx",Austin Peay State,25.4560234231,3.42111561784
929,MiMi Arrington,So,5-8,"Yorktown, Ind",Austin Peay State,25.0,8.33333333333
930,Nina Korfhage,Fr,5'4,"Louisville, Ky",Austin Peay State,24.8186580116,6.13503743236
931,Hannah Phillips,So,6'1,"Orient, Oh",UT Martin,25.0,8.33333333333
932,Hayley Gray,Sr,6'0,"Watseka, Ill",UT Martin,25.0,8.33333333333
933,Jemima Idemudia,Sr,6'2,"Glendale, Az",UT Martin,25.0,8.33333333333
934,Kelly Lean,Sr,5'9,"Victoria, Australia",UT Martin,25.0,8.33333333333
935,Macy Catlett,So,5'4,"St. Louis, Mo",UT Martin,25.0,8.33333333333
936,Macy Reigelsperger,Sr,5'10,"Coldwater, Oh",UT Martin,25.0,8.33333333333
937,Rachel Noffsinger,Sr,6'0,"Anna, Ohio",UT Martin,25.0,8.33333333333
938,Sarah Shaw,Jr,5'11,"Collierville, Tn",UT Martin,25.0,8.33333333333
939,Alyssa Cecil,Jr,5'7,"Cedar Park, Tx",Morehead State,21.8241096129,5.84221143556
940,Chandler Clark,So,5'9,"Seymour, Ind",Morehead State,30.7910209479,6.86821486661
941,Danielle McCarson,R-So,5'3,"Lagrange, Ky",Morehead State,24.1328032838,5.17615088971
942,Jessica  Hall,R-Jr,5'9,"Prestonburg, Ky",Morehead State,20.9384580647,5.7405288041
943,Jessie Wachtman,R-Jr,6'2,"Pickerington, Oh",Morehead State,16.3989759875,6.45441476679
944,Jordan Jones,Jr,6'3,"Blythewood, SC",Morehead State,23.0170143582,5.20634371547
945,Karlee Reynolds,So,6'3,"Plain City, Oh",Morehead State,21.8241096129,5.84221143556
946,Lauren Rokey,Fr,6'0,"Eureka, Ill",Morehead State,21.7738009638,6.16050601961
947,Liz Allen,So,5'11,"Stillwell, Kan",Morehead State,16.3989759875,6.45441476679
948,Maddie Fella,Jr,6'3,"Santa Claus, Ind",Morehead State,24.1328032838,5.17615088971
949,Olivia Lohmeier,Fr,6'0,"Cincinnati, Oh",Morehead State,23.5470483082,6.20755368701
950,Rachel Moore,,,,Morehead State,25.0,8.33333333333
951,Taylor Hodges,Fr,5'8,"Floyds Knobs, In",Morehead State,25.0,8.33333333333
952,Alejandra Negron,Fr,5'9,"Bayamon, Puerto Rico",CSULA,13.8527829787,5.99022889306
953,Alma Serna,Sr,6'4,"Mission Viejo, Ca",CSULA,25.0,8.33333333333
954,Bailey Anderson,Fr,5'8,"Irvine, Ca",CSULA,14.5301567457,5.94763551427
955,Caitlyn Bato,So,5'2,"Rowland Heights, Ca",CSULA,13.4395230539,5.82319781975
956,Cynthia Giron,Jr,5'5,"Rancho Cucamonga, Ca",CSULA,25.0,8.33333333333
957,Daisia LaBrie,Jr,5'11,"Riverside, Ca",CSULA,14.4429714533,5.98686327787
958,Daisy Portillo,Fr,6'2,"Duarte, Ca",CSULA,25.0,8.33333333333
959,Daisy Crenshaw,Fr,6'2,"Los Angeles, Ca",CSULA,17.6620775548,6.58230076893
960,Erianna Williams,Jr,5'10,"Sacramento, Ca",CSULA,14.5987201062,5.95412111096
961,Janessa Mata,Fr,5'8,"San Diego, Ca",CSULA,14.9717915727,6.01278582163
962,Jeshmarie Suarez,Fr,5'3,"Bayamon, Puerto Rico",CSULA,15.9512171151,6.39724317621
963,Karla Santos,Fr,5'8,"Manati, Puerto Rico",CSULA,13.8527829787,5.99022889306
964,Kelsey Molnar,Sr,5'8,"Monrovia, Ca",CSULA,25.0,8.33333333333
965,Michelle Boyd,Jr,5'6,"Sylmar, Ca",CSULA,15.2828858443,5.96740799981
966,Nicole Efseaff,Sr,5'7,"Chico, Ca",CSULA,25.0,8.33333333333
967,Sifa Faaiu,Sr,5'11,"San Francisco, Ca",CSULA,25.0,8.33333333333
968,Summer Hansen,Fr,6'2,"Corona, Ca",CSULA,25.0,8.33333333333
969,Victoria Duarte,Fr,6'2,"Alta Loma, Ca",CSULA,15.4309010406,6.08387766556
970,Erin Umbel,Fr,5'9,"Helotes, Tx",Texas A&M; Kingsville,15.50047037,6.15240082562
971,Gabby Atchley,So,6'0,"Concord, Ca",Texas A&M; Kingsville,14.7369366056,5.94132969822
972,Haley Hutchinson,Jr,6'1,"Georgetown, Tx",Texas A&M; Kingsville,25.0,8.33333333333
973,Kadi Shipman,So,5'4,"Georgetown, Tx",Texas A&M; Kingsville,25.0,8.33333333333
974,Kelby Sprinkles,So,5'10,"Little River, Tx",Texas A&M; Kingsville,25.0,8.33333333333
975,Kylexus Block,Fr,5'8,"San Antonio, Tx",Texas A&M; Kingsville,25.0,8.33333333333
976,Kyra Henderson,Sr,5'3,"Carlsbad, Ca",Texas A&M; Kingsville,25.0,8.33333333333
977,Loren Washington,Jr,,"Round Rock, Tx",Texas A&M; Kingsville,14.9604811182,6.23440927325
978,Macy Berg,Fr,5'7,"San Antonio, Tx",Texas A&M; Kingsville,14.8880872932,6.04118337508
979,Madeleine  Sims,Sr,5'10,"Aztec, N.M.",Texas A&M; Kingsville,10.9040768467,5.65484904328
980,Madison Brabham,Jr,5'10,"Kingwood, Tx",Texas A&M; Kingsville,14.8880872932,6.04118337508
981,Malee Sowa,So,5'8,"Sealy, Tx",Texas A&M; Kingsville,12.9537677986,5.78180470445
982,Sarah  Miller,So,5'10,"Long Beach, Ca",Texas A&M; Kingsville,25.0,8.33333333333
983,Shelby Tate,Fr,5'10,"New Braunfels, Tx",Texas A&M; Kingsville,23.6733931821,7.93167220644
984,Tenley Housler,Fr,5'10,"Bulverde, Tx",Texas A&M; Kingsville,15.50047037,6.15240082562
985,Whitney Walker,Fr,5'9,"Bellingham, Wa",Texas A&M; Kingsville,14.7369366056,5.94132969822
986,Allie Kemp,Jr,5'4,"Tulsa, Ok",ULM,21.4062564328,3.46834498508
987,Bailey Smith,Jr,5'10,"Rockwell, Tx",ULM,16.1841693577,3.59169511623
988,Catherine Griffith,Jr,6'3,"Morrisville, N.C.",ULM,30.0897422981,3.42950053922
989,Gabby Love,Jr,5'10,"Fort Worth, Tx",ULM,22.9667582344,3.55477780511
990,Grace Convey,So,5'10,"Brisbane, Australia",ULM,24.4609669723,3.56909865219
991,Holland Ponthieux,So,5'9,"West Monroe, La",ULM,23.9671871523,3.43870412722
992,Kayla Gallant,Fr,,"Cambridge, Ontario",ULM,27.0978246444,3.38610842947
993,Maile Sellers,Fr,,"Oceanside, Ca",ULM,25.536078821,3.37413625278
994,McKenna Webster,Fr,,"Longmont, Co",ULM,17.1787163382,6.68730863888
995,Rebecca Brown,GS,5'7,"Valrico, Fl",ULM,30.0897422981,3.42950053922
996,Taylor  Meyer,Fr,,"New Orleans, La",ULM,26.3055058094,3.72290962895
997,Brilee Henson,Fr,5'9,"Bronton, Mo",Missouri Baptist University,20.3931296016,7.40865321947
998,Caterina Cigarini,So,6'5,"Modena, Italy",Missouri Baptist University,18.4093501617,6.59009244157
999,Georgia Park,Fr,5'6,"Auckland, New Zealand",Missouri Baptist University,18.1401645477,7.47678920803
1000,Kamden Maas,Jr,5'6,"Carlsbad, Ca",Missouri Baptist University,16.1514535556,6.26585453223
1001,Kelly Wilson,So,6'1,"O'Fallon, Mo",Missouri Baptist University,19.4272393078,6.67894030959
1002,Kristen Williams,Jr,5'10,"Ironton, Mo",Missouri Baptist University,20.3931296016,7.40865321947
1003,Maggie Sorensen,Jr,6'1,"St Louis, Mo",Missouri Baptist University,16.191550254,6.37632203357
1004,Mallory Moran,Jr,5'11,"St. Louis, Mo",Missouri Baptist University,17.7784054954,6.45072908505
1005,Marion Couraud,Sr,6'1,"Tourrettes sur du Loup, France",Missouri Baptist University,18.1632597644,6.55314085825
1006,Megan Williams,So,5'10,"Ironton, Mo",Missouri Baptist University,20.7964344853,7.57212241176
1007,Natalie Hecht,So,5'5,"St Louis, Mo",Missouri Baptist University,25.0,8.33333333333
1008,Rachel Luebbers,Jr,5'6,"St Louis, Mo",Missouri Baptist University,19.0400242712,7.17829606178
1009,Rachel  Poole,So,5'10,"Marble Hill, Mo",Missouri Baptist University,23.6741243145,7.85498953299
1010,Sam Kurm,,,,Missouri Baptist University,18.1401645477,7.47678920803
1011,Sarah Wilson,Fr,5'6,"Desoto, Mo",Missouri Baptist University,16.0797748472,6.2911531491
1012,Sarah Bolton,So,5'5,"St Louis, Mo",Missouri Baptist University,18.1632597644,6.55314085825
1013,Amanda Burton,Jr,6'0,"Gilbert, Az",Benedictine,25.0,8.33333333333
1014,Anokina Mirzapour,Sr,5'6,"San Jose, Ca",Benedictine,16.372825744,6.39695199049
1015,Ariah Evans,Jr,6'0,"Phoenix, Az",Benedictine,25.0,8.33333333333
1016,Benesia Rodriguez,So,5'3,"San Antonio, Tx",Benedictine,17.8606618999,6.83717569292
1017,Caitlan Sammons,So,5'7,"Chandler, Az",Benedictine,14.8968247198,6.20743854951
1018,Dani Burke,Jr,5'7,"Kennwick, Wa",Benedictine,14.8880026674,6.22636038741
1019,Destiny Ramirez,So,5'4,"Laveen, Az",Benedictine,25.0,8.33333333333
1020,Hannah Marang,Sr,6'1,"Yakima, Wa",Benedictine,25.0,8.33333333333
1021,Hayden Boucher,Fr,5'2,"Phoenix, Az",Benedictine,14.4949542857,6.32382790239
1022,Jackie Woods,Fr,5'11,"Menifee, Ca",Benedictine,16.3846489003,6.43603639137
1023,Kassandra Renteria,So,5'8,"Tanopah, Az",Benedictine,16.372825744,6.39695199049
1024,Kat McCullough,Fr,5'7,"Queen Creek, Az",Benedictine,16.3846489003,6.43603639137
1025,Leosha Barker,R-Jr,6'0,"Phoenix, Az",Benedictine,25.0,8.33333333333
1026,Lexi Fetui,Jr,5'8,"Las Vegas, Nv",Benedictine,25.0,8.33333333333
1027,Madison Peters,Sr,5'9,"Avondale, Az",Benedictine,20.2449665823,7.39213202916
1028,Megan Block,Jr,6'0,"Scottsdale, Az",Benedictine,14.8880026674,6.22636038741
1029,Mikayla Flores,R-Fr,5'7,"Florence, Az",Benedictine,25.0,8.33333333333
1030,Mykahla Smith,Fr,5'8,"Mesa, Az",Benedictine,25.0,8.33333333333
1031,Pinkie Ranger,So,5'6,"Phoenix, Az",Benedictine,25.0,8.33333333333
1032,Stephanie Burton,Sr,5'2,"Garden Grove, Ca",Benedictine,25.0,8.33333333333
1033,Sydney Nelson,So,6'0,"Gilbert, Az",Benedictine,14.8968247198,6.20743854951
1034,Taylor Bradley,Jr,5'9,"Maricopa, Az",Benedictine,29.6731652822,7.30877596634
1035,Victoria  Prokic,So,6'1,"Sykesville, Md",Stevenson,25.0,8.33333333333
1036,Annika Schwartz,Sr,5'10,"Damascus, Md",Stevenson,25.0,8.33333333333
1037,Caroline Dangel,So,5'6,"Sykesville, Md",Stevenson,25.0,8.33333333333
1038,Chelsea  Ireland,Jr,5'11,"Huntingtown, Md",Stevenson,25.0,8.33333333333
1039,Darian Hileman,So,5'11,"Bristow, Va",Stevenson,25.0,8.33333333333
1040,Emily Castro,So,5'9,"Whitehall, Pa",Stevenson,25.0,8.33333333333
1041,Jessi Freeman,Fr,5'10,"Virginia Beach, Va",Stevenson,25.0,8.33333333333
1042,Julie Nightwine,So,5'8,"Mechanicsburg, Pa",Stevenson,25.0,8.33333333333
1043,Katie Leftridge,So,5'10,"Felton, Pa",Stevenson,25.0,8.33333333333
1044,Katie McGuire,Sr,5'11,"Cornelius, N.C.",Stevenson,25.0,8.33333333333
1045,Lauren Jan,Jr,5'10,"Bethesda, Md",Stevenson,25.0,8.33333333333
1046,Lauren Weaver,Sr,5'10,"My Airy, Md",Stevenson,25.0,8.33333333333
1047,Lizi Cudal,Fr,5'8,"Carlsbad, Ca",Stevenson,25.0,8.33333333333
1048,Moriah Savage,Jr,5'9,"Owings Mill, Md",Stevenson,25.0,8.33333333333
1049,Rysleigh Reeves,Fr,5'9,"Williamsburg, Va",Stevenson,25.0,8.33333333333
1050,Sarah Riggin,Fr,5'4,"Sykesville, Md",Stevenson,25.0,8.33333333333
1051,Sarah Manderson,Fr,6'0,"Davidsonville, Md",Stevenson,25.0,8.33333333333
1052,Trang Christensen,So,5'6,"Mullica Hill, N.J.",Stevenson,25.0,8.33333333333
1053,Alexia Jeangrand,Fr,,"North Vancouver, Canada",Principia,25.0,8.33333333333
1054,Amanda Roberts,So,,"Alton, Ill",Principia,25.0,8.33333333333
1055,Anna Webster,So,,"St Louis, Mo",Principia,25.0,8.33333333333
1056,Cha Cha Fisher,Sr,,"Santa Barbara, Ca",Principia,25.0,8.33333333333
1057,Devon Marunde,So,,"Mchenry, Ill",Principia,25.0,8.33333333333
1058,Emelie Frederikson,GS,,"St Louis, Mo",Principia,25.0,8.33333333333
1059,Emma Herman,Sr,,"Walnut Creek, Ca",Principia,20.0390998415,7.59323901757
1060,Jessica Bayne,Fr,,"Tequesta, Fl",Principia,25.0,8.33333333333
1061,Leigh Weathers,Jr,,"Ballwin, Mo",Principia,25.0,8.33333333333
1062,Libby Lewis,So,,"Chesterfield, Mo",Principia,25.0,8.33333333333
1063,Makena Patterson,Jr,,"St Louis, Mo",Principia,20.0390998415,7.59323901757
1064,Mesa Goebel,So,,"Custer, S.D.",Principia,20.7504842779,7.5830372774
1065,Nikki Matters,So,,"Mount Prospect, Ill",Principia,25.0,8.33333333333
1066,Sarah Ungerleider,Fr,,"Cherry Hill, N.J.",Principia,20.7504842779,7.5830372774
1067,Victoria Vandiver,So,,"St Louis, Mo",Principia,25.0,8.33333333333
1068,Alexandra Gonzalez,Fr,5'7,"Miami, Fl",Warner,25.0,8.33333333333
1069,Anna Baker,So,5'11,"Glen Ridge, NJ",Warner,25.0,8.33333333333
1070,Ashley Kube,So,5'8,"Merritt Island, Fl",Warner,25.0,8.33333333333
1071,Becca Bowlin,So,5'9,"Peoria, Ill",Warner,25.0,8.33333333333
1072,Chelsea Forbes,Fr,5'7,"Jacksonville, Fl",Warner,25.0,8.33333333333
1073,Cheyenne Miller,So,5'11,"Sarasota, Fl",Warner,25.0,8.33333333333
1074,Keana Smalls,Jr,5'9,"Layton, Utah",Warner,25.0,8.33333333333
1075,Madison Kleinmeier,Fr,5'9,"Dunedin, Fl",Warner,25.0,8.33333333333
1076,Marissa Intoppa,Sr,5'8,"Lake Worth, Fl",Warner,25.0,8.33333333333
1077,Shelby McCulley,Fr,5'8,"Orlando, Fl",Warner,25.0,8.33333333333
1078,Sydney Ackermann,Fr,5'11,"Sanford, Fl",Warner,25.0,8.33333333333
1079,Vanessa Boitnott,Jr,5'10,"West Palm Beach, Fl",Warner,25.0,8.33333333333
1080,Abby Cash,GS,5'10,"New Carlisle, Oh",Lincoln Memorial,25.0,8.33333333333
1081,Alicia Kessler,Fr,6'2,"Jackson Center, Oh",Lincoln Memorial,25.0,8.33333333333
1082,Beka Wachob,So,5'8,"Milton, Fl",Lincoln Memorial,17.7942446291,6.90153778459
1083,Danielle Ged,Jr,5'10,"Smyrna, Tn",Lincoln Memorial,17.1849648172,7.28291788205
1084,Danielle Stachura,R-So,5'7,"Pleasant Prairie, Wi",Lincoln Memorial,14.7634295446,6.6221392392
1085,Erica Whiteaker,Jr,5'3,"Kingston Springs, Tn",Lincoln Memorial,17.8910859991,6.88060733253
1086,Hailey Lake,Fr,5'4,"New Port Richey, Fl",Lincoln Memorial,17.1849648172,7.28291788205
1087,Kai Wesemann,Jr,5'10,"Pleasant Hill, Mo",Lincoln Memorial,14.7634295446,6.6221392392
1088,Kayla Kidney,Sr,5'9,"Chandler, Az",Lincoln Memorial,25.0,8.33333333333
1089,Lindsey Nartker,So,5'10,"New Carlisle, Oh",Lincoln Memorial,25.0,8.33333333333
1090,Olivia Brock,Fr,5'10,"Lima, Oh",Lincoln Memorial,25.0,8.33333333333
1091,Rylee Storms,R-So,6'0,"Grand Rapids, Mi",Lincoln Memorial,17.8910859991,6.88060733253
1092,Sarah  Jones,Fr,5'4,"Murfreesboro, Tn",Lincoln Memorial,25.0,8.33333333333
1093,Shyanne Tallman,Fr,5'5,"Camp Lejeune, NC",Lincoln Memorial,25.0,8.33333333333
1094,Sidney Killingsworth,Fr,6'2,"Chattanooga, Tn",Lincoln Memorial,25.0,8.33333333333
1095,Tone Gill,R-Jr,5'9,"Nashville, Tn",Lincoln Memorial,17.7942446291,6.90153778459
1096,Amber Lake,So,5'9,"New Port Richey, Fl",Webber,15.2256740486,6.03844436331
1097,Carlee Baxter,So,5'6,"Daytona Beach, Fl",Webber,17.6652626743,6.44130227768
1098,Emily Bowen,Fr,5'10,"Olathe, Ks",Webber,18.9206885754,6.75209860773
1099,Hannah Tannone,So,5'6,"West Palm, Fl",Webber,16.3071622803,6.28666864598
1100,Jessica Terry,Fr,5'8,"Phoenix, Az",Webber,16.7052757659,6.34917461538
1101,Jordan McIntyre,So,5'7,"Spring Hill, Fl",Webber,25.0,8.33333333333
1102,Kaxandra Naranjo,Sr,5'7,"Phoenix, Az",Webber,16.1736015801,6.41577331026
1103,Kobi Allston,Fr,5'8,"San Leandro, Ca",Webber,21.7437432094,7.42557962825
1104,Laura Embry,So,5'9,"Warburton, Australia",Webber,16.7952384772,6.21244190274
1105,Molly Fusarelli,Fr,5'8,"Orange, Conn",Webber,14.1720712688,5.99433742347
1106,Salla Rautiainen,Fr,5'10,Finland,Webber,16.7952384772,6.21244190274
1107,Teryn Mills,Jr,5'2,"Parker, Co",Webber,16.7052757659,6.34917461538
1108,Addison Genard,Fr,,"Mobile, Al",Huntingdon,13.1615854475,6.17168535367
1109,Alex Hillman,Jr,5'4,"Muscle Shoals, Al",Huntingdon,25.0,8.33333333333
1110,Alexis Creasman,So,5'9,"Mary Esther, Fl",Huntingdon,12.4522063086,6.11999494451
1111,Amy Tyma,Fr,,"Cleveland, Oh",Huntingdon,13.4651601128,6.2517058411
1112,April Reese,So,,"Starkville, Ms",Huntingdon,25.0,8.33333333333
1113,Bria Rochelle,Sr,5'6,"Mobile, Al",Huntingdon,12.4522063086,6.11999494451
1114,Cheyenne Scarborough,Fr,,"Virginia Beach, Va",Huntingdon,13.1615854475,6.17168535367
1115,Emily Fedonczak,Fr,,"Niceville, Fl",Huntingdon,13.5118059909,6.19534158742
1116,Jessica Brunk,Fr,,"Prattville, Al",Huntingdon,25.0,8.33333333333
1117,Kaitlyn Carter,Jr,5'8,"Enterprise, Ga",Huntingdon,13.4651601128,6.2517058411
1118,Lexie DeVuyst,So,5'8,"Blountstown, Fl",Huntingdon,12.8777804934,6.20095624822
1119,Margaret Rhodes,Fr,,"Montgomery, Al",Huntingdon,25.0,8.33333333333
1120,Nichole LeFevre,Jr,,"Crestview, Fl",Huntingdon,13.5118059909,6.19534158742
1121,Shelby McAllister,Fr,,"Franklin, Tn",Huntingdon,12.8777804934,6.20095624822
1122,Shelby Young,So,5'8,"Niceville, Fl",Huntingdon,25.0,8.33333333333
1123,Alyssa Doucette,Fr,6'0,"Eagan, Mn",Missouri State,25.0,8.33333333333
1124,Ashley Ophoven,Jr,6'1,"Ozark, Mo",Missouri State,25.0,8.33333333333
1125,Aubrey Cheffey,So,6'2,"Nixa, Mo",Missouri State,21.6749843462,5.23613848489
1126,Caroline Finnell,Sr,6'1,"Chesterfield, Mo",Missouri State,23.7436572434,4.24107237546
1127,Ivy Reynolds,GS,5'11,"Ozark, Mo",Missouri State,23.2494795865,4.06777275178
1128,Julia Hanson,So,6'0,"Fort Atkinson, Wis",Missouri State,20.015154875,4.71051194048
1129,Kelsey Larsen,So,5'9,"Springfield, Mo",Missouri State,21.1466897046,6.46761230257
1130,Keylee Hawkins,Jr,5'9,"Nixa, Mo",Missouri State,25.0,8.33333333333
1131,Lynsey Wright,Sr,6'0,"Glen Carbon, Ill",Missouri State,23.2494795865,4.06777275178
1132,Maddie Beck,Fr,5'9,"Hot Springs, Ark",Missouri State,18.7684749492,7.47349824573
1133,Mikaela Mosquera,Jr,6'1,"West Chicago, Ill",Missouri State,20.7888944658,4.12960186764
1134,Sam Brinkmann,Fr,5'8,"St Louis, Mo",Missouri State,20.7888944658,4.12960186764
1135,Sarah Demmer,Sr,6'0,"Lee's Summit, Mo",Missouri State,17.0628895678,4.12971147557
1136,Sydney Wright,So,5'8,"Glen Carbon, Ill",Missouri State,25.0,8.33333333333
1137,Taylor Fricano,GS,6'4,"Palatine, Ill",Missouri State,22.3668743271,4.0921708603
1138,Veronica Snelling,Fr,5'10,"Glen Ellyn, Ill",Missouri State,22.3668743271,4.0921708603
1139,Alyssa Doucette,Fr,6'0,"Eagan, Mn",Irvine Valley College,25.0,8.33333333333
1140,Ashley Ophoven,Jr,6'1,"Ozark, Mo",Irvine Valley College,25.0,8.33333333333
1141,Aubrey Cheffey,So,6'2,"Nixa, Mo",Irvine Valley College,21.6749843462,5.23613848489
1142,Caroline Finnell,Sr,6'1,"Chesterfield, Mo",Irvine Valley College,23.7436572434,4.24107237546
1143,Ivy Reynolds,GS,5'11,"Ozark, Mo",Irvine Valley College,23.2494795865,4.06777275178
